transaction_id,customer_id,customer_name,amount,currency,payment_method,transaction_date,payment_status,failure_reason,customer_history,retry_count,customer_segment,recovered_after_retry,merchant_category,city,device_type
TXN00677,CUST0374,Divya Agarwal,751.41,INR,Credit Card,2026-04-18 01:33:56,Success,,Loyal Customer,0,Premium,,Food Delivery,Chennai,Mobile App
TXN00486,CUST0046,Radhika Mehta,797.95,INR,UPI,2026-04-18 02:04:44,Failed,Network Failure,New Customer,0,New,0.0,E-commerce,Kolkata,Mobile App
TXN00914,CUST0009,Simran Fernandes,3046.2,INR,Debit Card,2026-04-18 02:12:49,Success,,Regular Customer,0,Regular,,E-commerce,Pune,Mobile App
TXN00190,CUST0169,Kunal Fernandes,2436.44,INR,Debit Card,2026-04-18 02:18:45,Failed,Authentication Failure,New Customer,0,New,1.0,SaaS Subscription,Mumbai,Mobile App
TXN00488,CUST0337,Rahul Pandey,378.65,INR,Netbanking,2026-04-18 02:47:04,Success,,Occasional Buyer,0,Regular,,Food Delivery,Kolkata,Mobile App
TXN00504,CUST0080,Manish Chowdhury,8329.02,INR,UPI,2026-04-18 02:49:12,Success,,Loyal Customer,0,Regular,,Travel & Hotels,Mumbai,Mobile App
TXN00381,CUST0003,Ishita Patel,2212.98,INR,UPI,2026-04-18 04:01:21,Success,,New Customer,0,New,,E-commerce,Pune,Mobile Web
TXN01383,CUST0337,Rahul Pandey,2168.5,INR,UPI,2026-04-18 05:00:22,Failed,Network Failure,Occasional Buyer,1,Regular,1.0,SaaS Subscription,Kolkata,Mobile Web
TXN01153,CUST0212,Abhishek Joshi,15992.25,INR,Debit Card,2026-04-18 05:17:10,Success,,Regular Customer,0,Premium,,Travel & Hotels,Delhi,Mobile Web
TXN00468,CUST0117,Vikram Mehta,6248.55,INR,UPI,2026-04-18 05:22:37,Failed,Card Declined,Regular Customer,0,Regular,0.0,Travel & Hotels,Mumbai,Mobile App
TXN01150,CUST0137,Kunal Pillai,1337.18,INR,UPI,2026-04-18 05:23:07,Success,,Regular Customer,0,New,,E-commerce,Hyderabad,Mobile App
TXN01084,CUST0264,Vikram Rao,258.88,INR,UPI,2026-04-18 05:36:41,Success,,Regular Customer,0,Regular,,Food Delivery,Hyderabad,Mobile App
TXN00084,CUST0315,Sunita Khan,5955.38,INR,UPI,2026-04-18 06:57:39,Failed,Network Failure,Regular Customer,0,Regular,1.0,Travel & Hotels,Delhi,Mobile Web
TXN01376,CUST0040,Nisha Khan,1899.02,INR,UPI,2026-04-18 07:48:50,Failed,Insufficient Funds,Regular Customer,0,Regular,1.0,SaaS Subscription,Bengaluru,Mobile App
TXN00046,CUST0269,Farhan Desai,375.4,INR,Credit Card,2026-04-18 08:08:39,Success,,New Customer,0,New,,E-commerce,Hyderabad,Mobile App
TXN00322,CUST0095,Swati Gupta,2088.27,INR,Debit Card,2026-04-18 08:12:42,Failed,Authentication Failure,Loyal Customer,2,Regular,0.0,E-commerce,Mumbai,Mobile App
TXN00743,CUST0192,Swati Reddy,3240.6,INR,Wallet,2026-04-18 08:18:09,Success,,Occasional Buyer,0,Regular,,E-commerce,Lucknow,Desktop Web
TXN01092,CUST0208,Vikram Iyer,428.63,INR,Credit Card,2026-04-18 08:49:25,Success,,Regular Customer,0,Regular,,Food Delivery,Mumbai,Mobile App
TXN00571,CUST0416,Gaurav Verma,232.56,INR,Netbanking,2026-04-18 08:50:11,Failed,Expired Card,New Customer,1,New,0.0,Food Delivery,Ahmedabad,Mobile Web
TXN00903,CUST0069,Deepak Kapoor,1268.26,INR,UPI,2026-04-18 09:32:11,Failed,Network Failure,New Customer,0,New,1.0,SaaS Subscription,Mumbai,Mobile App
TXN00569,CUST0236,Arjun Sharma,6164.95,INR,Credit Card,2026-04-18 09:40:49,Failed,Network Failure,Loyal Customer,1,Premium,1.0,SaaS Subscription,Ahmedabad,Mobile Web
TXN01314,CUST0251,Aditya Nair,660.12,INR,Netbanking,2026-04-18 09:40:55,Success,,Regular Customer,0,Regular,,Food Delivery,Bengaluru,Desktop Web
TXN00270,CUST0395,Zoya Bhatt,5561.87,INR,UPI,2026-04-18 09:46:16,Failed,Bank Server Issue,Loyal Customer,1,Premium,1.0,SaaS Subscription,Jaipur,Mobile App
TXN00608,CUST0407,Abhishek Agarwal,14504.97,INR,Credit Card,2026-04-18 10:49:29,Success,,Regular Customer,0,New,,Travel & Hotels,Pune,Mobile Web
TXN01149,CUST0037,Joseph Desai,16517.23,INR,Netbanking,2026-04-18 10:51:06,Success,,Regular Customer,0,Premium,,Travel & Hotels,Jaipur,Mobile App
TXN00934,CUST0368,Ayesha Sharma,134.7,INR,Debit Card,2026-04-18 11:02:37,Success,,Occasional Buyer,0,New,,Ride-Hailing,Delhi,Mobile App
TXN01445,CUST0027,Nikhil Mehta,1414.5,INR,UPI,2026-04-18 11:11:09,Success,,Loyal Customer,0,Premium,,E-commerce,Hyderabad,Mobile App
TXN00965,CUST0002,Sneha Bose,3759.15,INR,UPI,2026-04-18 11:24:20,Failed,Bank Server Issue,Occasional Buyer,1,Regular,0.0,E-commerce,Bengaluru,Mobile App
TXN00877,CUST0068,Kiran Iyer,588.52,INR,UPI,2026-04-18 11:28:24,Success,,Loyal Customer,0,Premium,,Food Delivery,Kolkata,Mobile App
TXN00405,CUST0212,Abhishek Joshi,782.51,INR,Debit Card,2026-04-18 14:34:24,Success,,Regular Customer,0,Premium,,Food Delivery,Delhi,Mobile Web
TXN00027,CUST0044,Deepak Pandey,336.18,INR,UPI,2026-04-18 16:38:35,Success,,Loyal Customer,0,Regular,,Food Delivery,Lucknow,Mobile App
TXN00198,CUST0126,Maria Joshi,2734.4,INR,UPI,2026-04-18 17:00:27,Success,,Loyal Customer,0,Regular,,E-commerce,Bengaluru,Mobile App
TXN01290,CUST0103,Lakshmi Bose,380.23,INR,UPI,2026-04-18 17:23:06,Success,,New Customer,0,New,,E-commerce,Ahmedabad,Mobile App
TXN01401,CUST0357,Pooja Rao,2956.25,INR,Debit Card,2026-04-18 17:31:54,Success,,Regular Customer,0,Regular,,SaaS Subscription,Delhi,Mobile Web
TXN00719,CUST0137,Kunal Pillai,1511.58,INR,UPI,2026-04-18 17:37:50,Failed,Authentication Failure,Regular Customer,1,New,1.0,SaaS Subscription,Hyderabad,Mobile Web
TXN00837,CUST0352,Zoya Patel,632.07,INR,UPI,2026-04-18 18:06:14,Success,,Regular Customer,0,Regular,,Food Delivery,Bengaluru,Desktop Web
TXN00740,CUST0216,Rahul Verma,1992.47,INR,UPI,2026-04-18 18:21:49,Failed,Bank Server Issue,Occasional Buyer,2,Regular,0.0,E-commerce,Pune,Mobile App
TXN00111,CUST0271,Nikhil Sharma,2732.06,INR,Credit Card,2026-04-18 19:05:48,Success,,Regular Customer,0,Premium,,E-commerce,Mumbai,Desktop Web
TXN00759,CUST0272,Siddharth Gupta,3720.19,INR,Netbanking,2026-04-18 19:34:21,Success,,Loyal Customer,0,Premium,,SaaS Subscription,Chennai,Mobile App
TXN00444,CUST0273,Nisha Mehta,194.02,INR,Debit Card,2026-04-18 21:09:03,Failed,Bank Server Issue,Loyal Customer,0,Regular,1.0,Ride-Hailing,Bengaluru,Mobile App
TXN00459,CUST0178,Harsh Iyer,350.83,INR,Wallet,2026-04-18 21:25:47,Success,,New Customer,0,Regular,,Food Delivery,Delhi,Desktop Web
TXN00744,CUST0261,Sneha Bhatt,1023.56,INR,Wallet,2026-04-18 21:43:08,Failed,Insufficient Funds,Occasional Buyer,3,Regular,0.0,E-commerce,Mumbai,Mobile App
TXN01127,CUST0130,Siddharth Thomas,6224.52,INR,UPI,2026-04-18 21:53:37,Failed,Network Failure,Occasional Buyer,0,Regular,0.0,Travel & Hotels,Mumbai,Mobile App
TXN00445,CUST0340,Abhishek Kapoor,4662.89,INR,UPI,2026-04-18 22:36:06,Failed,Bank Server Issue,Occasional Buyer,2,Premium,1.0,E-commerce,Kolkata,Mobile App
TXN00429,CUST0157,Preeti Khan,3502.28,INR,UPI,2026-04-18 23:42:31,Failed,Card Declined,Loyal Customer,3,Premium,1.0,SaaS Subscription,Delhi,Mobile App
TXN00048,CUST0156,Amit Khan,2021.14,INR,UPI,2026-04-19 00:04:48,Success,,Regular Customer,0,Premium,,Food Delivery,Chennai,Mobile App
TXN01167,CUST0257,Imran Menon,313.76,INR,Debit Card,2026-04-19 01:52:46,Success,,Occasional Buyer,0,New,,Food Delivery,Delhi,Mobile Web
TXN00462,CUST0162,Sneha Sharma,345.4,INR,Debit Card,2026-04-19 02:03:23,Success,,Regular Customer,0,Regular,,Food Delivery,Bengaluru,Mobile App
TXN00972,CUST0278,Kavya Reddy,190.91,INR,Debit Card,2026-04-19 02:35:13,Failed,Card Declined,New Customer,0,New,0.0,Food Delivery,Hyderabad,Desktop Web
TXN01361,CUST0024,Neha Nair,699.69,INR,Credit Card,2026-04-19 03:04:27,Success,,Occasional Buyer,0,Premium,,Food Delivery,Bengaluru,Mobile App
TXN01397,CUST0243,Zoya Kapoor,441.81,INR,Debit Card,2026-04-19 03:27:10,Success,,Regular Customer,0,New,,E-commerce,Ahmedabad,Mobile App
TXN00722,CUST0082,Swati Patel,216.39,INR,UPI,2026-04-19 03:58:45,Success,,Occasional Buyer,0,New,,Food Delivery,Bengaluru,Mobile App
TXN00848,CUST0285,Harsh Reddy,187.0,INR,Debit Card,2026-04-19 04:20:47,Success,,Regular Customer,0,Regular,,Food Delivery,Mumbai,Mobile App
TXN00109,CUST0250,Lakshmi Fernandes,585.8,INR,Debit Card,2026-04-19 04:32:32,Success,,Occasional Buyer,0,New,,Food Delivery,Ahmedabad,Desktop Web
TXN00076,CUST0023,Gaurav Fernandes,5901.71,INR,Credit Card,2026-04-19 05:09:53,Failed,Card Declined,New Customer,3,New,0.0,Travel & Hotels,Ahmedabad,Mobile Web
TXN01143,CUST0125,Arjun Mehta,3371.59,INR,Credit Card,2026-04-19 05:15:05,Success,,Loyal Customer,0,Regular,,E-commerce,Kolkata,Mobile App
TXN00929,CUST0143,Ramesh Pillai,2377.32,INR,Debit Card,2026-04-19 05:18:12,Failed,Bank Server Issue,Occasional Buyer,1,Regular,1.0,E-commerce,Delhi,Desktop Web
TXN00663,CUST0271,Nikhil Sharma,9441.52,INR,UPI,2026-04-19 05:19:41,Success,,Regular Customer,0,Premium,,E-commerce,Mumbai,Mobile App
TXN00701,CUST0315,Sunita Khan,364.74,INR,UPI,2026-04-19 05:43:52,Failed,Authentication Failure,Regular Customer,0,Regular,0.0,Food Delivery,Delhi,Mobile App
TXN00189,CUST0017,Imran Patel,444.38,INR,UPI,2026-04-19 05:51:25,Failed,Card Declined,Regular Customer,1,Premium,0.0,Ride-Hailing,Mumbai,Mobile App
TXN00163,CUST0319,Karthik Menon,931.71,INR,UPI,2026-04-19 05:58:58,Success,,Regular Customer,0,Regular,,Food Delivery,Kolkata,Mobile App
TXN01457,CUST0211,Suresh Fernandes,461.88,INR,Debit Card,2026-04-19 07:05:22,Success,,Occasional Buyer,0,Regular,,Ride-Hailing,Bengaluru,Mobile App
TXN00931,CUST0153,Divya Nair,7379.84,INR,Credit Card,2026-04-19 07:07:20,Success,,New Customer,0,New,,Travel & Hotels,Pune,Mobile Web
TXN00002,CUST0007,Zoya Gupta,219.28,INR,Debit Card,2026-04-19 08:47:08,Success,,New Customer,0,New,,Food Delivery,Mumbai,Desktop Web
TXN01436,CUST0168,Rohan Mehta,591.77,INR,Credit Card,2026-04-19 09:12:29,Success,,Regular Customer,0,New,,Food Delivery,Pune,Mobile App
TXN00642,CUST0231,Ramesh Mehta,3212.42,INR,Debit Card,2026-04-19 09:33:03,Success,,Occasional Buyer,0,Regular,,E-commerce,Chennai,Mobile App
TXN00441,CUST0211,Suresh Fernandes,332.93,INR,Debit Card,2026-04-19 09:36:07,Success,,Occasional Buyer,0,Regular,,Food Delivery,Bengaluru,Mobile App
TXN00510,CUST0010,Tanvi Joshi,10907.21,INR,Credit Card,2026-04-19 10:59:15,Success,,Regular Customer,0,Regular,,Travel & Hotels,Bengaluru,Mobile Web
TXN00001,CUST0191,Ayesha Verma,3636.74,INR,Credit Card,2026-04-19 11:09:55,Success,,New Customer,0,New,,E-commerce,Delhi,Mobile App
TXN00618,CUST0414,Imran Bose,2331.59,INR,UPI,2026-04-19 11:30:42,Success,,Loyal Customer,0,Regular,,SaaS Subscription,Delhi,Mobile App
TXN01447,CUST0073,Karthik Fernandes,563.17,INR,Netbanking,2026-04-19 11:32:18,Success,,Regular Customer,0,New,,Food Delivery,Kolkata,Mobile App
TXN00010,CUST0210,Sanjay Patel,2671.31,INR,UPI,2026-04-19 12:20:52,Failed,Insufficient Funds,Occasional Buyer,0,Regular,0.0,E-commerce,Hyderabad,Mobile App
TXN01394,CUST0248,Ramesh Patel,1079.64,INR,UPI,2026-04-19 13:20:02,Success,,Occasional Buyer,0,Regular,,Food Delivery,Delhi,Mobile App
TXN00469,CUST0411,Maria Pillai,1289.76,INR,Netbanking,2026-04-19 13:26:51,Failed,Card Declined,Occasional Buyer,0,New,0.0,E-commerce,Delhi,Mobile Web
TXN00283,CUST0085,Riya Mehta,1043.46,INR,Debit Card,2026-04-19 13:55:40,Success,,Regular Customer,0,Premium,,E-commerce,Mumbai,Mobile App
TXN00626,CUST0217,Ananya Kulkarni,14314.82,INR,UPI,2026-04-19 14:01:48,Success,,Loyal Customer,0,Regular,,Travel & Hotels,Hyderabad,Mobile Web
TXN01043,CUST0241,Pooja Kulkarni,319.84,INR,UPI,2026-04-19 14:11:55,Success,,Loyal Customer,0,Regular,,Food Delivery,Bengaluru,Mobile App
TXN00901,CUST0294,Simran Kulkarni,3910.0,INR,Credit Card,2026-04-19 15:06:11,Failed,Authentication Failure,Occasional Buyer,0,Premium,1.0,SaaS Subscription,Bengaluru,Mobile Web
TXN01062,CUST0044,Deepak Pandey,2865.0,INR,UPI,2026-04-19 15:30:52,Success,,Loyal Customer,0,Regular,,E-commerce,Lucknow,Mobile App
TXN00247,CUST0129,Nisha Sharma,720.32,INR,UPI,2026-04-19 16:05:11,Success,,Occasional Buyer,0,Regular,,Food Delivery,Bengaluru,Mobile App
TXN00181,CUST0093,Maria Pandey,2413.97,INR,Debit Card,2026-04-19 16:41:25,Success,,Regular Customer,0,Premium,,E-commerce,Hyderabad,Mobile Web
TXN00200,CUST0086,Kavya Gupta,1989.41,INR,UPI,2026-04-19 18:00:25,Success,,Occasional Buyer,0,Regular,,E-commerce,Bengaluru,Mobile App
TXN00968,CUST0228,Farhan Bhatt,240.98,INR,UPI,2026-04-19 18:58:52,Failed,Card Declined,Regular Customer,2,Regular,0.0,Food Delivery,Bengaluru,Mobile Web
TXN01227,CUST0076,Priya Chowdhury,488.23,INR,Debit Card,2026-04-19 19:07:56,Failed,Network Failure,Regular Customer,0,Regular,0.0,Food Delivery,Bengaluru,Mobile App
TXN00103,CUST0175,Deepak Gupta,5100.23,INR,UPI,2026-04-19 19:32:04,Success,,Loyal Customer,0,Premium,,SaaS Subscription,Mumbai,Mobile Web
TXN00480,CUST0268,Sunita Thomas,173.11,INR,UPI,2026-04-19 19:47:29,Success,,New Customer,0,New,,Food Delivery,Jaipur,Mobile App
TXN01418,CUST0114,Vikram Menon,2453.85,INR,UPI,2026-04-19 20:18:07,Success,,Occasional Buyer,0,Regular,,SaaS Subscription,Bengaluru,Mobile Web
TXN00170,CUST0252,Shreya Verma,1066.42,INR,UPI,2026-04-19 20:34:41,Success,,Regular Customer,0,Regular,,E-commerce,Mumbai,Mobile Web
TXN00304,CUST0130,Siddharth Thomas,453.09,INR,Debit Card,2026-04-19 20:57:20,Success,,Occasional Buyer,0,Regular,,Food Delivery,Mumbai,Mobile App
TXN01220,CUST0076,Priya Chowdhury,2453.47,INR,UPI,2026-04-19 21:49:47,Success,,Regular Customer,0,Regular,,SaaS Subscription,Bengaluru,Mobile App
TXN00454,CUST0150,Meera Sharma,202.44,INR,Debit Card,2026-04-19 21:58:49,Success,,Regular Customer,0,Regular,,Ride-Hailing,Mumbai,Mobile App
TXN00052,CUST0137,Kunal Pillai,199.32,INR,Wallet,2026-04-19 22:19:54,Success,,Regular Customer,0,New,,Ride-Hailing,Hyderabad,Desktop Web
TXN01174,CUST0008,Rohan Desai,1602.3,INR,Credit Card,2026-04-19 22:20:35,Failed,Bank Server Issue,Occasional Buyer,0,Regular,1.0,SaaS Subscription,Chennai,Mobile Web
TXN00394,CUST0170,Sneha Iyer,354.53,INR,UPI,2026-04-19 22:38:23,Failed,Card Declined,Loyal Customer,1,Regular,0.0,Food Delivery,Mumbai,Mobile App
TXN00474,CUST0209,Kunal Reddy,10991.42,INR,UPI,2026-04-19 22:45:03,Success,,Regular Customer,0,Regular,,Travel & Hotels,Kolkata,Mobile Web
TXN01476,CUST0108,Priya Fernandes,2471.44,INR,UPI,2026-04-19 23:38:33,Success,,Loyal Customer,0,Regular,,SaaS Subscription,Pune,Mobile App
TXN01243,CUST0135,Swati Sharma,471.36,INR,UPI,2026-04-20 00:00:44,Success,,Regular Customer,0,Regular,,Food Delivery,Kolkata,Mobile App
TXN00302,CUST0154,Thomas Thomas,2296.55,INR,Credit Card,2026-04-20 00:08:35,Success,,Loyal Customer,0,Regular,,SaaS Subscription,Hyderabad,Mobile Web
TXN00564,CUST0312,Anjali Malhotra,153.65,INR,UPI,2026-04-20 01:00:42,Failed,Network Failure,New Customer,2,Regular,1.0,Ride-Hailing,Chennai,Mobile App
TXN01005,CUST0145,Abhishek Iyer,1975.51,INR,Debit Card,2026-04-20 01:00:59,Success,,New Customer,0,New,,E-commerce,Ahmedabad,Mobile App
TXN01391,CUST0308,Siddharth Menon,153.61,INR,UPI,2026-04-20 01:09:23,Failed,Insufficient Funds,New Customer,1,New,0.0,Food Delivery,Lucknow,Mobile App
TXN01389,CUST0047,Ayesha Patel,540.62,INR,UPI,2026-04-20 01:10:35,Failed,Network Failure,Regular Customer,2,Regular,0.0,Food Delivery,Kolkata,Mobile App
TXN01368,CUST0389,Nisha Mehta,2921.96,INR,UPI,2026-04-20 02:08:44,Success,,Loyal Customer,0,Regular,,E-commerce,Chennai,Desktop Web
TXN01102,CUST0340,Abhishek Kapoor,718.16,INR,Debit Card,2026-04-20 02:57:00,Success,,Occasional Buyer,0,Premium,,E-commerce,Kolkata,Mobile Web
TXN01008,CUST0284,Ramesh Khan,187.26,INR,Debit Card,2026-04-20 04:19:42,Success,,New Customer,0,New,,Food Delivery,Mumbai,Desktop Web
TXN01407,CUST0138,Simran Verma,4076.58,INR,Debit Card,2026-04-20 04:23:16,Success,,Regular Customer,0,New,,E-commerce,Jaipur,Mobile App
TXN00748,CUST0105,Suresh Pandey,1036.61,INR,UPI,2026-04-20 05:02:06,Failed,Network Failure,Regular Customer,3,Regular,1.0,Food Delivery,Hyderabad,Mobile App
TXN01387,CUST0329,Zoya Joshi,1042.35,INR,Debit Card,2026-04-20 05:23:25,Success,,Loyal Customer,0,Premium,,Food Delivery,Pune,Mobile App
TXN01302,CUST0385,Zoya Gupta,859.24,INR,Credit Card,2026-04-20 06:03:38,Success,,Regular Customer,0,Regular,,E-commerce,Mumbai,Mobile App
TXN00242,CUST0102,Amit Chowdhury,841.38,INR,Debit Card,2026-04-20 06:47:16,Success,,New Customer,0,New,,SaaS Subscription,Mumbai,Mobile Web
TXN01049,CUST0311,Rohan Menon,154.39,INR,UPI,2026-04-20 07:09:14,Failed,Network Failure,New Customer,1,New,1.0,Food Delivery,Bengaluru,Mobile App
TXN01020,CUST0373,Zoya Chowdhury,599.43,INR,UPI,2026-04-20 07:58:50,Success,,New Customer,0,Regular,,Food Delivery,Hyderabad,Mobile App
TXN00598,CUST0279,Joseph Sharma,1509.68,INR,Debit Card,2026-04-20 09:16:56,Failed,Bank Server Issue,Loyal Customer,1,New,1.0,E-commerce,Mumbai,Mobile Web
TXN00455,CUST0144,Neha Kapoor,302.34,INR,UPI,2026-04-20 09:17:04,Success,,Occasional Buyer,0,Regular,,Food Delivery,Pune,Mobile App
TXN00507,CUST0237,Kavya Iyer,409.74,INR,Netbanking,2026-04-20 10:04:51,Success,,Loyal Customer,0,Premium,,Food Delivery,Mumbai,Mobile App
TXN01165,CUST0177,Geeta Rao,2002.11,INR,UPI,2026-04-20 10:08:12,Success,,Occasional Buyer,0,Regular,,E-commerce,Kolkata,Mobile App
TXN00316,CUST0043,Riya Agarwal,812.88,INR,UPI,2026-04-20 10:45:03,Success,,New Customer,0,New,,E-commerce,Bengaluru,Mobile App
TXN00576,CUST0375,Harsh Iyer,2019.41,INR,UPI,2026-04-20 11:14:24,Success,,New Customer,0,Regular,,SaaS Subscription,Ahmedabad,Mobile App
TXN01297,CUST0064,Deepak Desai,12724.29,INR,Credit Card,2026-04-20 11:32:58,Success,,New Customer,0,New,,Travel & Hotels,Mumbai,Mobile App
TXN00960,CUST0200,Tanvi Verma,312.92,INR,Debit Card,2026-04-20 11:48:12,Success,,Occasional Buyer,0,Regular,,Food Delivery,Mumbai,Mobile App
TXN00373,CUST0130,Siddharth Thomas,426.2,INR,UPI,2026-04-20 11:58:53,Failed,Insufficient Funds,Occasional Buyer,1,Regular,0.0,Food Delivery,Mumbai,Mobile App
TXN00066,CUST0238,Karthik Fernandes,3256.96,INR,Netbanking,2026-04-20 12:22:33,Failed,Authentication Failure,Regular Customer,2,Premium,1.0,SaaS Subscription,Kolkata,Desktop Web
TXN00925,CUST0373,Zoya Chowdhury,290.32,INR,Netbanking,2026-04-20 13:00:15,Success,,New Customer,0,Regular,,Food Delivery,Hyderabad,Desktop Web
TXN00545,CUST0227,Imran Kapoor,6456.44,INR,UPI,2026-04-20 13:29:41,Success,,Loyal Customer,0,Premium,,Travel & Hotels,Mumbai,Mobile App
TXN00816,CUST0282,Imran Patel,364.69,INR,Debit Card,2026-04-20 13:39:18,Success,,Regular Customer,0,Premium,,Ride-Hailing,Ahmedabad,Mobile App
TXN01157,CUST0146,Kunal Pandey,1509.97,INR,UPI,2026-04-20 13:40:24,Success,,Regular Customer,0,Regular,,SaaS Subscription,Pune,Mobile App
TXN01417,CUST0163,Ananya Menon,2818.87,INR,UPI,2026-04-20 14:14:44,Failed,Authentication Failure,Loyal Customer,0,Premium,1.0,E-commerce,Bengaluru,Mobile App
TXN00354,CUST0085,Riya Mehta,1994.21,INR,UPI,2026-04-20 14:24:22,Success,,Regular Customer,0,Premium,,SaaS Subscription,Mumbai,Mobile App
TXN00690,CUST0309,Imran Reddy,1163.74,INR,Credit Card,2026-04-20 14:29:26,Success,,Occasional Buyer,0,Regular,,E-commerce,Bengaluru,Mobile App
TXN00483,CUST0142,Nikhil Agarwal,363.73,INR,UPI,2026-04-20 14:37:15,Failed,Insufficient Funds,New Customer,0,Regular,0.0,Food Delivery,Pune,Mobile App
TXN01110,CUST0166,Vikram Iyer,1001.73,INR,Debit Card,2026-04-20 14:44:05,Success,,Occasional Buyer,0,New,,E-commerce,Pune,Mobile App
TXN01176,CUST0008,Rohan Desai,4372.83,INR,Credit Card,2026-04-20 14:52:14,Failed,Bank Server Issue,Occasional Buyer,2,Regular,1.0,Travel & Hotels,Chennai,Mobile App
TXN01201,CUST0408,Riya Malhotra,597.77,INR,UPI,2026-04-20 14:52:52,Success,,Regular Customer,0,New,,E-commerce,Mumbai,Desktop Web
TXN00601,CUST0251,Aditya Nair,10025.59,INR,UPI,2026-04-20 15:16:36,Success,,Regular Customer,0,Regular,,Travel & Hotels,Bengaluru,Mobile Web
TXN00981,CUST0381,Manish Verma,3487.19,INR,UPI,2026-04-20 15:58:48,Success,,Regular Customer,0,Regular,,E-commerce,Chennai,Mobile App
TXN01211,CUST0193,Rohan Malhotra,1316.64,INR,UPI,2026-04-20 16:00:23,Success,,New Customer,0,New,,SaaS Subscription,Pune,Desktop Web
TXN01410,CUST0115,Ayesha Pillai,796.44,INR,UPI,2026-04-20 16:06:22,Success,,Occasional Buyer,0,Regular,,E-commerce,Pune,Mobile Web
TXN01390,CUST0159,Vivek Sharma,1832.97,INR,UPI,2026-04-20 16:34:28,Success,,New Customer,0,New,,SaaS Subscription,Mumbai,Mobile App
TXN01184,CUST0212,Abhishek Joshi,6078.89,INR,UPI,2026-04-20 16:58:23,Success,,Regular Customer,0,Premium,,SaaS Subscription,Delhi,Mobile Web
TXN00398,CUST0366,Pooja Verma,328.96,INR,Wallet,2026-04-20 17:20:58,Success,,Regular Customer,0,Regular,,Ride-Hailing,Hyderabad,Mobile App
TXN00849,CUST0022,Arjun Malhotra,552.82,INR,UPI,2026-04-20 17:28:05,Failed,Bank Server Issue,Occasional Buyer,0,Regular,1.0,Food Delivery,Ahmedabad,Mobile App
TXN01081,CUST0203,Shreya Bose,1626.61,INR,UPI,2026-04-20 19:55:35,Success,,Loyal Customer,0,Regular,,SaaS Subscription,Ahmedabad,Mobile Web
TXN00457,CUST0113,Imran Bose,6224.53,INR,Netbanking,2026-04-20 20:22:29,Failed,Insufficient Funds,Regular Customer,1,Regular,0.0,E-commerce,Mumbai,Mobile Web
TXN00055,CUST0035,Sunita Kapoor,1112.04,INR,Debit Card,2026-04-20 20:27:58,Success,,New Customer,0,New,,E-commerce,Chennai,Mobile App
TXN01463,CUST0348,Aditya Nair,314.33,INR,Netbanking,2026-04-20 20:53:43,Success,,Occasional Buyer,0,Regular,,Ride-Hailing,Delhi,Mobile App
TXN01194,CUST0027,Nikhil Mehta,5018.66,INR,UPI,2026-04-20 23:24:46,Success,,Loyal Customer,0,Premium,,E-commerce,Hyderabad,Mobile App
TXN00310,CUST0171,Maria Verma,205.63,INR,Debit Card,2026-04-20 23:29:30,Success,,Regular Customer,0,Regular,,Food Delivery,Bengaluru,Mobile App
TXN00423,CUST0065,Varun Mehta,839.38,INR,Credit Card,2026-04-21 00:15:47,Failed,Insufficient Funds,Occasional Buyer,1,Premium,0.0,Food Delivery,Lucknow,Mobile App
TXN01327,CUST0204,Geeta Fernandes,474.24,INR,Debit Card,2026-04-21 00:49:30,Failed,Insufficient Funds,Occasional Buyer,1,Regular,0.0,Ride-Hailing,Jaipur,Mobile App
TXN00222,CUST0178,Harsh Iyer,25775.78,INR,Debit Card,2026-04-21 00:54:17,Failed,Card Declined,New Customer,0,Regular,1.0,Travel & Hotels,Delhi,Mobile App
TXN00600,CUST0290,Maria Verma,241.76,INR,UPI,2026-04-21 01:11:20,Failed,Network Failure,Occasional Buyer,2,Regular,1.0,Ride-Hailing,Pune,Mobile App
TXN01080,CUST0147,Sneha Agarwal,958.49,INR,Credit Card,2026-04-21 01:15:34,Success,,Occasional Buyer,0,Regular,,E-commerce,Bengaluru,Mobile Web
TXN00967,CUST0252,Shreya Verma,14461.2,INR,UPI,2026-04-21 01:39:36,Success,,Regular Customer,0,Regular,,Travel & Hotels,Mumbai,Mobile App
TXN00517,CUST0194,Aditya Nair,916.57,INR,Credit Card,2026-04-21 01:43:28,Failed,Bank Server Issue,Regular Customer,1,Regular,0.0,E-commerce,Delhi,Mobile Web
TXN00989,CUST0069,Deepak Kapoor,2914.45,INR,Credit Card,2026-04-21 01:52:27,Failed,Insufficient Funds,New Customer,1,New,0.0,E-commerce,Mumbai,Mobile App
TXN00583,CUST0265,Harsh Thomas,1726.03,INR,Debit Card,2026-04-21 03:23:26,Failed,Network Failure,Loyal Customer,1,Premium,1.0,Food Delivery,Pune,Mobile App
TXN00585,CUST0047,Ayesha Patel,712.66,INR,UPI,2026-04-21 03:30:02,Failed,Insufficient Funds,Regular Customer,1,Regular,1.0,Food Delivery,Kolkata,Mobile App
TXN00697,CUST0168,Rohan Mehta,201.83,INR,UPI,2026-04-21 03:36:47,Success,,Regular Customer,0,New,,Ride-Hailing,Pune,Mobile App
TXN01316,CUST0189,Varun Kapoor,1696.09,INR,Credit Card,2026-04-21 04:07:18,Success,,Regular Customer,0,Regular,,E-commerce,Delhi,Desktop Web
